net,length_um
memory\[238\]\[20\],39.28
memory\[171\]\[14\],39.26
clknet_leaf_678_clk,39.24
memory\[149\]\[1\],39.2
_08575_,39.18
_11040_,39.18
memory\[175\]\[29\],39.16
memory\[206\]\[6\],39.12
_13184_,39.1
memory\[143\]\[2\],39.1
clknet_leaf_1297_clk,39.08
_12387_,39.06
memory\[22\]\[4\],39.04
_10138_,39.01
memory\[96\]\[5\],39
clknet_leaf_157_clk,38.98
_11510_,38.975
_12789_,38.92
clknet_leaf_618_clk,38.92
_13803_,38.9
clknet_leaf_656_clk,38.9
clknet_leaf_1059_clk,38.86
_09871_,38.84
clknet_leaf_1240_clk,38.84
_13445_,38.82
_13032_,38.78
_13854_,38.775
_11373_,38.76
_15988_,38.76
_09471_,38.75
memory\[160\]\[19\],38.74
_12658_,38.72
clknet_leaf_971_clk,38.72
clknet_leaf_1370_clk,38.7
memory\[244\]\[8\],38.68
_11879_,38.64
memory\[242\]\[17\],38.63
_10076_,38.62
_13816_,38.62
memory\[179\]\[31\],38.57
_08284_,38.54
_14096_,38.54
_12362_,38.52
memory\[89\]\[0\],38.52
clknet_leaf_687_clk,38.52
clknet_leaf_1209_clk,38.52
_13815_,38.49
clknet_leaf_66_clk,38.48
clknet_leaf_1439_clk,38.48
memory\[93\]\[21\],38.42
_13088_,38.4
_10116_,38.36
_11230_,38.36
memory\[217\]\[17\],38.36
clknet_leaf_92_clk,38.34
_10503_,38.28
_12152_,38.28
clknet_leaf_1028_clk,38.26
memory\[216\]\[17\],38.22
clknet_leaf_228_clk,38.18
_13232_,38.14
memory\[155\]\[4\],38.14
memory\[229\]\[31\],38.12
_09141_,38.1
clknet_leaf_308_clk,38.1
clknet_leaf_1463_clk,38.1
clknet_leaf_74_clk,38.06
clknet_leaf_110_clk,38.06
_11775_,38.04
memory\[101\]\[0\],38.04
clknet_leaf_1373_clk,38.04
_13680_,38.02
_11605_,38
_12047_,38
_14071_,37.98
clknet_leaf_842_clk,37.98
clknet_leaf_501_clk,37.94
_09661_,37.92
_11864_,37.92
_12172_,37.92
_11927_,37.9
memory\[107\]\[1\],37.9
clknet_leaf_633_clk,37.8
memory\[115\]\[18\],37.76
memory\[157\]\[14\],37.705
memory\[94\]\[6\],37.7
_11929_,37.68
memory\[54\]\[9\],37.66
_12123_,37.64
_12748_,37.64
memory\[201\]\[4\],37.6
clknet_leaf_779_clk,37.6
clknet_leaf_1003_clk,37.6
memory\[165\]\[31\],37.525
_13201_,37.48
_13725_,37.48
clknet_leaf_198_clk,37.48
_10391_,37.46
clknet_leaf_1491_clk,37.46
_13117_,37.44
_09537_,37.42
_09481_,37.4
memory\[202\]\[31\],37.38
_08828_,37.36
_10095_,37.36
_12770_,37.36
memory\[76\]\[21\],37.36
memory\[209\]\[19\],37.34
memory\[72\]\[11\],37.34
memory\[191\]\[15\],37.32
clknet_leaf_667_clk,37.24
memory\[183\]\[17\],37.2
clknet_leaf_391_clk,37.18
_12032_,37.16
memory\[96\]\[8\],37.16
_13745_,37.14
_14156_,37.14
clknet_leaf_1289_clk,37.1
_09872_,37.08
_11131_,37.04
_11171_,37.02
_14486_,37.02
clknet_leaf_602_clk,37.02
clknet_leaf_1324_clk,37.02
_12024_,37
_10649_,36.99
memory\[107\]\[8\],36.98
clknet_leaf_313_clk,36.98
clknet_leaf_14_clk,36.9
memory\[238\]\[2\],36.895
memory\[149\]\[18\],36.88
clknet_leaf_951_clk,36.86
_17005_,36.82
_12674_,36.8
memory\[194\]\[4\],36.78
clknet_leaf_1487_clk,36.74
_08685_,36.72
_13339_,36.72
memory\[88\]\[6\],36.66
memory\[95\]\[21\],36.66
memory\[149\]\[14\],36.65
clknet_leaf_1018_clk,36.64
_00030_,36.6
clknet_leaf_617_clk,36.56
clknet_leaf_1339_clk,36.56
_11340_,36.54
clknet_leaf_1160_clk,36.52
_11153_,36.5
_13050_,36.5
_14318_,36.48
memory\[166\]\[31\],36.48
memory\[7\]\[29\],36.48
_13002_,36.46
memory\[190\]\[7\],36.45
_10913_,36.44
_11091_,36.44
_12218_,36.44
_13528_,36.44
memory\[149\]\[3\],36.44
_12267_,36.4
clknet_leaf_1261_clk,36.4
_08986_,36.36
_10255_,36.3
_12068_,36.3
_12774_,36.3
memory\[14\]\[1\],36.3
_09449_,36.26
memory\[40\]\[1\],36.26
clknet_leaf_1482_clk,36.26
clknet_leaf_746_clk,36.22
_10639_,36.2
memory\[133\]\[14\],36.165
memory\[68\]\[11\],36.16
_11106_,36.1
_12716_,36.1
_12980_,36.1
_12650_,36.06
memory\[13\]\[28\],36.06
_12029_,36.04
memory\[239\]\[27\],36.02
clknet_leaf_1048_clk,36.02
clknet_leaf_1251_clk,36.02
clknet_leaf_1335_clk,36.02
memory\[121\]\[26\],35.945
_00013_,35.9
_10636_,35.9
_11503_,35.9
memory\[9\]\[23\],35.88
_13491_,35.865
_12938_,35.84
memory\[23\]\[29\],35.84
memory\[22\]\[18\],35.82
memory\[32\]\[6\],35.8
memory\[80\]\[9\],35.8
_13923_,35.76
clknet_leaf_128_clk,35.76
memory\[53\]\[8\],35.74
_11273_,35.72
_12736_,35.72
clknet_leaf_1124_clk,35.72
memory\[14\]\[11\],35.7
_09936_,35.68
memory\[142\]\[30\],35.68
memory\[159\]\[8\],35.68
clknet_leaf_46_clk,35.68
memory\[186\]\[10\],35.665
_11811_,35.66
clknet_leaf_314_clk,35.66
_09485_,35.64
_11185_,35.64
memory\[13\]\[25\],35.64
_10737_,35.62
memory\[187\]\[17\],35.6
_11317_,35.56
_11569_,35.56
memory\[216\]\[19\],35.54
_13128_,35.5
_14449_,35.5
memory\[141\]\[14\],35.5
memory\[179\]\[4\],35.5
memory\[143\]\[31\],35.48
clknet_leaf_152_clk,35.48
_11679_,35.46
memory\[129\]\[25\],35.44
memory\[230\]\[9\],35.44
_10800_,35.4
_10056_,35.38
_13409_,35.3
_14102_,35.3
clknet_leaf_762_clk,35.3
clknet_leaf_820_clk,35.3
_14189_,35.295
_10635_,35.28
_10805_,35.26
clknet_leaf_635_clk,35.26
_10130_,35.24
memory\[137\]\[29\],35.225
_11513_,35.22
memory\[72\]\[17\],35.22
_11603_,35.2
memory\[238\]\[27\],35.2
_10210_,35.18
_13891_,35.18
clknet_leaf_1327_clk,35.18
clknet_leaf_1486_clk,35.18
_11060_,35.15
_12796_,35.14
_13911_,35.14
memory\[245\]\[23\],35.14
memory\[143\]\[15\],35.12
memory\[137\]\[18\],35.1
memory\[90\]\[12\],35.1
_11217_,35.08
memory\[163\]\[14\],35.08
memory\[161\]\[17\],35.065
_14467_,35.06
memory\[203\]\[15\],35.06
memory\[237\]\[8\],35
memory\[210\]\[17\],34.945
_14269_,34.92
_10833_,34.84
_12242_,34.84
_10117_,34.82
_11138_,34.82
_12484_,34.8
_13197_,34.8
memory\[108\]\[5\],34.8
memory\[157\]\[29\],34.765
memory\[170\]\[25\],34.765
memory\[250\]\[23\],34.765
_13022_,34.72
_13100_,34.72
_13321_,34.68
memory\[210\]\[20\],34.645
_11988_,34.64
memory\[64\]\[8\],34.64
clknet_leaf_776_clk,34.64
memory\[237\]\[20\],34.625
memory\[203\]\[31\],34.62
memory\[8\]\[27\],34.62
_12171_,34.6
_13546_,34.6
memory\[174\]\[29\],34.6
memory\[213\]\[18\],34.6
_14508_,34.58
memory\[177\]\[12\],34.58
_14182_,34.56
memory\[176\]\[8\],34.54
memory\[67\]\[18\],34.54
memory\[94\]\[2\],34.54
clknet_leaf_1186_clk,34.52
memory\[228\]\[13\],34.48
_14419_,34.42
memory\[20\]\[13\],34.36
_13683_,34.34
memory\[109\]\[6\],34.34
_11376_,34.32
memory\[136\]\[8\],34.32
memory\[112\]\[1\],34.3
_09158_,34.29
memory\[86\]\[29\],34.265
memory\[133\]\[22\],34.26
memory\[225\]\[8\],34.26
_11763_,34.24
memory\[85\]\[4\],34.24
memory\[86\]\[23\],34.225
_10023_,34.22
memory\[40\]\[12\],34.22
memory\[96\]\[7\],34.2
_14173_,34.18
memory\[137\]\[8\],34.18
memory\[65\]\[18\],34.18
memory\[186\]\[17\],34.165
clknet_leaf_81_clk,34.14
clknet_leaf_1001_clk,34.1
_11690_,34.08
clknet_leaf_822_clk,34.08
_14363_,34.04
memory\[97\]\[4\],34.04
_09764_,34.03
memory\[109\]\[19\],34.02
memory\[158\]\[21\],34.005
_00001_,34
_11283_,34
memory\[104\]\[6\],34
_11791_,33.98
memory\[160\]\[21\],33.98
_09840_,33.96
_14152_,33.96
clknet_leaf_996_clk,33.96
memory\[104\]\[8\],33.94
_09905_,33.92
_13860_,33.92
clknet_leaf_1507_clk,33.92
memory\[228\]\[30\],33.9
clknet_leaf_395_clk,33.88
_09543_,33.87
memory\[244\]\[17\],33.86
memory\[6\]\[12\],33.84
clknet_leaf_1382_clk,33.84
_10439_,33.8
memory\[63\]\[7\],33.8
clknet_leaf_578_clk,33.8
memory\[81\]\[18\],33.78
memory\[237\]\[19\],33.765
memory\[7\]\[31\],33.74
memory\[132\]\[14\],33.725
_13637_,33.72
memory\[7\]\[9\],33.72
clknet_leaf_372_clk,33.72
memory\[129\]\[5\],33.7
_13018_,33.66
_13723_,33.66
memory\[14\]\[27\],33.64
memory\[59\]\[0\],33.64
_12292_,33.62
clknet_leaf_1314_clk,33.62
memory\[121\]\[25\],33.605
_09904_,33.58
_10956_,33.58
memory\[248\]\[23\],33.58
memory\[217\]\[31\],33.505
_09708_,33.5
_12682_,33.5
_14375_,33.5
memory\[143\]\[30\],33.5
memory\[176\]\[14\],33.5
_13391_,33.46
_13902_,33.46
memory\[101\]\[19\],33.445
_11103_,33.42
memory\[238\]\[25\],33.4
memory\[228\]\[29\],33.385
clknet_leaf_956_clk,33.38
_10454_,33.34
_13563_,33.32
memory\[100\]\[3\],33.32
clknet_leaf_137_clk,33.3
memory\[9\]\[28\],33.265
clknet_leaf_504_clk,33.26
_13081_,33.22
memory\[123\]\[16\],33.22
_11212_,33.18
_08305_,33.16
_11151_,33.16
_12672_,33.14
memory\[200\]\[1\],33.14
memory\[65\]\[0\],33.14
_11458_,33.12
_12386_,33.12
clknet_leaf_1450_clk,33.12
_14317_,33.1
memory\[90\]\[26\],33.1
memory\[23\]\[14\],33.08
memory\[149\]\[27\],33
_08457_,32.98
_10403_,32.98
_14462_,32.96
memory\[156\]\[5\],32.96
memory\[251\]\[24\],32.96
memory\[229\]\[20\],32.92
memory\[67\]\[23\],32.92
memory\[78\]\[21\],32.92
_09333_,32.84
_09716_,32.84
_13091_,32.84
memory\[159\]\[5\],32.84
_08745_,32.82
memory\[225\]\[29\],32.8
_11070_,32.76
_14322_,32.755
_09755_,32.74
memory\[231\]\[0\],32.74
_09697_,32.72
memory\[253\]\[19\],32.72
memory\[133\]\[28\],32.7
memory\[242\]\[9\],32.7
memory\[202\]\[15\],32.68
memory\[97\]\[7\],32.68
_00025_,32.66
memory\[8\]\[31\],32.62
memory\[170\]\[14\],32.595
memory\[157\]\[21\],32.56
_10397_,32.54
_11487_,32.54
_11923_,32.54
_13377_,32.54
_10388_,32.5
_13782_,32.5
memory\[208\]\[8\],32.48
memory\[235\]\[3\],32.48
_12450_,32.46
memory\[111\]\[0\],32.46
memory\[12\]\[18\],32.46
memory\[149\]\[30\],32.46
memory\[36\]\[14\],32.46
_13227_,32.44
clknet_0__16563_,32.435
_11946_,32.42
_11045_,32.4
_13968_,32.4
_13417_,32.39
_08791_,32.38
_10747_,32.38
_10609_,32.36
_13809_,32.36
memory\[90\]\[23\],32.36
_13972_,32.325
memory\[102\]\[14\],32.32
memory\[63\]\[4\],32.3
memory\[168\]\[26\],32.28
memory\[179\]\[28\],32.26
memory\[49\]\[8\],32.25
memory\[108\]\[7\],32.22
memory\[204\]\[6\],32.22
memory\[149\]\[7\],32.2
memory\[17\]\[0\],32.2
_12694_,32.16
memory\[142\]\[15\],32.16
_11984_,32.14
memory\[220\]\[1\],32.14
memory\[80\]\[4\],32.14
_13555_,32.135
memory\[64\]\[23\],32.12
_10656_,32.08
_10751_,32.08
_12941_,32.08
memory\[15\]\[8\],32.08
memory\[237\]\[13\],32.08
_11130_,32.06
_12374_,32.02
_12909_,32.02
_09303_,32
_12592_,32
memory\[76\]\[8\],32
clknet_leaf_1469_clk,32
_11588_,31.98
memory\[216\]\[4\],31.98
memory\[248\]\[19\],31.98
_09717_,31.96
_12998_,31.96
_13734_,31.96
memory\[249\]\[8\],31.96
memory\[93\]\[6\],31.96
_09564_,31.94
_11156_,31.94
memory\[234\]\[3\],31.92
_14569_,31.9
memory\[249\]\[21\],31.9
memory\[186\]\[14\],31.865
_12004_,31.84
clknet_leaf_1092_clk,31.84
clknet_leaf_1283_clk,31.84
memory\[126\]\[28\],31.83
memory\[17\]\[2\],31.82
_09147_,31.8
_13767_,31.8
_08821_,31.78
_14366_,31.78
memory\[255\]\[9\],31.76
_11190_,31.74
_09996_,31.72
_14468_,31.72
memory\[99\]\[29\],31.72
memory\[1\]\[0\],31.68
memory\[97\]\[6\],31.68
memory\[177\]\[7\],31.64
memory\[21\]\[13\],31.64
clknet_leaf_614_clk,31.635
_14225_,31.62
memory\[104\]\[29\],31.62
memory\[217\]\[6\],31.62
_13764_,31.61
memory\[82\]\[17\],31.585
clknet_leaf_0_clk,31.58
_11894_,31.54
_13376_,31.54
_13712_,31.54
memory\[81\]\[29\],31.54
memory\[16\]\[6\],31.5
memory\[63\]\[27\],31.5
memory\[119\]\[26\],31.48
_10167_,31.46
memory\[72\]\[6\],31.46
memory\[138\]\[29\],31.44
memory\[60\]\[6\],31.44
_14208_,31.38
_13874_,31.36
clknet_leaf_414_clk,31.36
memory\[190\]\[14\],31.34
memory\[22\]\[21\],31.3
_13865_,31.28
memory\[68\]\[23\],31.28
_13589_,31.26
memory\[116\]\[19\],31.26
clknet_leaf_147_clk,31.24
memory\[254\]\[4\],31.2
clknet_leaf_791_clk,31.2
memory\[242\]\[20\],31.19
clknet_leaf_1522_clk,31.19
_14454_,31.18
clknet_leaf_774_clk,31.16
_10881_,31.13
memory\[253\]\[2\],31.125
_16604_,31.12
memory\[149\]\[8\],31.12
memory\[46\]\[4\],31.12
_11189_,31.1
_12307_,31.1
memory\[97\]\[3\],31.1
_10259_,31.045
_13229_,31.04
memory\[173\]\[4\],31.04
memory\[52\]\[12\],31.04
memory\[245\]\[16\],31.02
_10344_,31
clknet_leaf_594_clk,31
memory\[156\]\[29\],30.98
_11796_,30.97
memory\[222\]\[17\],30.965
memory\[120\]\[17\],30.96
memory\[183\]\[1\],30.96
_12185_,30.94
clknet_leaf_885_clk,30.94
_09150_,30.93
_13485_,30.925
_10356_,30.9
memory\[13\]\[11\],30.86
memory\[17\]\[22\],30.86
memory\[232\]\[9\],30.86
_14527_,30.82
memory\[228\]\[0\],30.82
memory\[245\]\[19\],30.82
memory\[150\]\[0\],30.805
memory\[219\]\[12\],30.8
memory\[24\]\[9\],30.78
memory\[3\]\[6\],30.78
memory\[53\]\[6\],30.74
memory\[180\]\[30\],30.72
memory\[64\]\[31\],30.68
memory\[88\]\[21\],30.68
_10448_,30.66
_11108_,30.66
_11288_,30.66
_11780_,30.66
_11440_,30.62
memory\[12\]\[0\],30.62
memory\[240\]\[24\],30.62
clknet_leaf_1138_clk,30.62
_12626_,30.605
memory\[192\]\[29\],30.6
memory\[110\]\[19\],30.585
_12956_,30.58
memory\[85\]\[23\],30.58
memory\[107\]\[29\],30.56
clknet_leaf_1470_clk,30.56
memory\[97\]\[0\],30.54
memory\[9\]\[6\],30.52
memory\[58\]\[6\],30.5
memory\[245\]\[17\],30.48
clknet_leaf_1022_clk,30.48
_11065_,30.475
memory\[176\]\[31\],30.475
_13519_,30.46
memory\[241\]\[4\],30.46
memory\[218\]\[3\],30.45
memory\[105\]\[9\],30.38
_10820_,30.36
_12495_,30.34
_12565_,30.32
memory\[103\]\[14\],30.32
memory\[62\]\[16\],30.31
memory\[170\]\[17\],30.3
memory\[248\]\[14\],30.3
_08265_,30.28
_13429_,30.28
memory\[132\]\[28\],30.28
memory\[74\]\[23\],30.245
_13994_,30.24
memory\[108\]\[10\],30.24
clknet_leaf_36_clk,30.24
_10994_,30.22
_12026_,30.2
_13052_,30.18
_13547_,30.18
memory\[249\]\[26\],30.16
memory\[182\]\[17\],30.15
memory\[242\]\[21\],30.145
_17189_,30.1
clknet_leaf_409_clk,30.1
_10475_,30.06
clknet_leaf_1513_clk,30.06
memory\[146\]\[21\],30.05
_12358_,30.04
memory\[149\]\[19\],30.04
_14348_,30.02
memory\[85\]\[8\],30.02
memory\[51\]\[23\],30
memory\[237\]\[22\],29.985
memory\[108\]\[11\],29.98
clknet_leaf_922_clk,29.98
_14354_,29.96
memory\[205\]\[9\],29.96
memory\[208\]\[3\],29.94
memory\[9\]\[14\],29.94
_12963_,29.92
memory\[80\]\[0\],29.92
_11721_,29.9
_13599_,29.9
_12394_,29.88
_13188_,29.88
memory\[240\]\[19\],29.88
_10195_,29.86
_10458_,29.86
memory\[100\]\[25\],29.86
_10192_,29.84
memory\[220\]\[2\],29.84
memory\[224\]\[26\],29.84
memory\[8\]\[4\],29.84
_13279_,29.82
memory\[95\]\[18\],29.82
clknet_leaf_375_clk,29.82
_13487_,29.78
_13676_,29.78
memory\[229\]\[12\],29.78
memory\[146\]\[9\],29.725
memory\[182\]\[20\],29.725
_10311_,29.7
_11290_,29.7
memory\[131\]\[12\],29.7
memory\[198\]\[10\],29.665
memory\[93\]\[24\],29.665
memory\[39\]\[13\],29.66
memory\[114\]\[25\],29.645
memory\[149\]\[10\],29.62
memory\[67\]\[0\],29.62
memory\[68\]\[21\],29.62
memory\[213\]\[19\],29.6
memory\[231\]\[8\],29.6
memory\[29\]\[5\],29.6
memory\[113\]\[23\],29.58
memory\[230\]\[3\],29.56
memory\[240\]\[27\],29.56
_10352_,29.52
memory\[96\]\[4\],29.52
clknet_leaf_3_clk,29.52
memory\[104\]\[9\],29.5
memory\[63\]\[5\],29.5
memory\[176\]\[5\],29.48
_11598_,29.44
memory\[128\]\[25\],29.44
_13281_,29.42
memory\[130\]\[21\],29.42
_13341_,29.4
_13743_,29.4
memory\[188\]\[10\],29.4
memory\[3\]\[16\],29.4
clknet_leaf_560_clk,29.4
_11944_,29.395
memory\[124\]\[28\],29.395
_09584_,29.36
memory\[103\]\[6\],29.36
memory\[179\]\[1\],29.36
memory\[76\]\[23\],29.36
_12282_,29.32
memory\[191\]\[7\],29.32
memory\[221\]\[4\],29.32
memory\[61\]\[9\],29.32
_10562_,29.3
_08807_,29.28
_12792_,29.28
clknet_leaf_989_clk,29.28
_12745_,29.26
_14634_,29.26
_12442_,29.22
_14558_,29.2
memory\[248\]\[8\],29.2
_11360_,29.18
_12947_,29.18
_13542_,29.18
memory\[75\]\[5\],29.18
memory\[8\]\[2\],29.18
memory\[117\]\[14\],29.16
memory\[160\]\[22\],29.16
memory\[63\]\[26\],29.16
memory\[99\]\[31\],29.16
memory\[9\]\[29\],29.16
memory\[186\]\[23\],29.15
memory\[158\]\[10\],29.13
_14035_,29.12
memory\[216\]\[31\],29.12
_09769_,29.1
_14633_,29.1
memory\[24\]\[6\],29.1
memory\[7\]\[3\],29.08
_13331_,29.06
memory\[1\]\[4\],29.06
_12098_,29.04
clknet_leaf_902_clk,29.04
memory\[154\]\[4\],29.025
_10607_,29.02
memory\[252\]\[17\],29.02
memory\[92\]\[11\],29.02
_14347_,29
_14171_,28.99
_13900_,28.98
memory\[112\]\[0\],28.98
memory\[97\]\[9\],28.98
_13909_,28.96
_17082_,28.96
_12966_,28.94
memory\[219\]\[25\],28.94
_12904_,28.92
memory\[228\]\[17\],28.92
clknet_leaf_1141_clk,28.92
memory\[141\]\[29\],28.905
_11329_,28.9
clknet_leaf_1400_clk,28.88
_12975_,28.86
memory\[143\]\[9\],28.86
memory\[212\]\[9\],28.86
memory\[176\]\[12\],28.84
_10093_,28.82
memory\[160\]\[25\],28.82
memory\[223\]\[17\],28.82
memory\[222\]\[11\],28.8
memory\[159\]\[22\],28.78
memory\[36\]\[1\],28.78
memory\[43\]\[29\],28.78
memory\[92\]\[10\],28.78
_09978_,28.75
memory\[251\]\[3\],28.74
_12178_,28.72
_12337_,28.72
_11868_,28.7
memory\[15\]\[29\],28.7
clknet_leaf_97_clk,28.7
_11086_,28.69
memory\[238\]\[13\],28.69
_14103_,28.68
memory\[217\]\[11\],28.68
clknet_leaf_235_clk,28.66
memory\[155\]\[14\],28.64
clknet_leaf_230_clk,28.64
_11456_,28.62
clknet_leaf_106_clk,28.62
_09901_,28.6
_12160_,28.6
memory\[108\]\[6\],28.6
memory\[213\]\[30\],28.6
_11393_,28.58
memory\[131\]\[20\],28.58
memory\[14\]\[5\],28.58
memory\[25\]\[2\],28.58
_14274_,28.56
memory\[124\]\[24\],28.545
memory\[242\]\[10\],28.53
_09635_,28.52
_13123_,28.52
_13703_,28.52
memory\[188\]\[24\],28.52
_10505_,28.5
memory\[216\]\[14\],28.5
_10513_,28.48
memory\[155\]\[10\],28.48
memory\[149\]\[22\],28.44
memory\[157\]\[6\],28.425
memory\[40\]\[5\],28.42
_13207_,28.4
_14074_,28.4
memory\[220\]\[14\],28.4
_11715_,28.38
memory\[85\]\[16\],28.38
memory\[188\]\[21\],28.34
_09190_,28.32
_12918_,28.32
memory\[160\]\[2\],28.32
_13807_,28.285
_11069_,28.28
_11299_,28.28
_11404_,28.28
_11144_,28.26
memory\[106\]\[6\],28.24
_09320_,28.22
_16724_,28.2
memory\[227\]\[23\],28.2
memory\[83\]\[28\],28.2
clknet_leaf_599_clk,28.2
memory\[75\]\[19\],28.18
memory\[117\]\[19\],28.165
_11747_,28.16
_12982_,28.16
memory\[120\]\[27\],28.16
memory\[217\]\[29\],28.16
_14422_,28.14
memory\[167\]\[4\],28.14
memory\[119\]\[10\],28.12
memory\[1\]\[21\],28.12
memory\[87\]\[21\],28.12
_09591_,28.115
memory\[182\]\[29\],28.105
memory\[216\]\[20\],28.1
memory\[3\]\[19\],28.1
memory\[228\]\[1\],28.08
memory\[253\]\[17\],28.08
_11231_,28.06
_12917_,28.06
_11498_,28.04
_11746_,28.02
_12697_,28.02
_12785_,28.02
memory\[56\]\[0\],28
memory\[87\]\[8\],27.98
memory\[49\]\[17\],27.96
_14257_,27.94
memory\[187\]\[25\],27.94
memory\[237\]\[29\],27.94
memory\[146\]\[0\],27.925
_09083_,27.92
_12248_,27.92
memory\[73\]\[13\],27.92
_09786_,27.9
_11400_,27.9
_14157_,27.9
memory\[108\]\[9\],27.9
memory\[119\]\[16\],27.9
memory\[149\]\[5\],27.9
memory\[84\]\[29\],27.9
memory\[244\]\[31\],27.88
memory\[108\]\[0\],27.87
_14532_,27.83
_10175_,27.82
memory\[183\]\[29\],27.8
memory\[48\]\[23\],27.78
memory\[86\]\[26\],27.75
memory\[225\]\[19\],27.745
_09731_,27.74
_11279_,27.74
_14260_,27.74
memory\[110\]\[17\],27.74
memory\[149\]\[2\],27.74
memory\[78\]\[14\],27.74
clknet_leaf_393_clk,27.72
_12995_,27.7
memory\[155\]\[21\],27.7
memory\[189\]\[12\],27.7
memory\[208\]\[16\],27.68
memory\[95\]\[1\],27.68
_09337_,27.66
_10334_,27.66
memory\[129\]\[20\],27.66
memory\[155\]\[27\],27.66
_13242_,27.655
_13737_,27.64
memory\[7\]\[6\],27.64
memory\[96\]\[0\],27.64
_14429_,27.62
memory\[87\]\[16\],27.62
_10322_,27.6
_12517_,27.6
memory\[190\]\[23\],27.58
_14431_,27.56
memory\[208\]\[19\],27.56
memory\[197\]\[16\],27.55
_13276_,27.54
_10651_,27.52
_11266_,27.52
_13026_,27.52
memory\[168\]\[14\],27.52
clknet_leaf_434_clk,27.52
_13610_,27.5
memory\[32\]\[29\],27.5
_10961_,27.48
_12169_,27.48
_13020_,27.48
memory\[132\]\[24\],27.48
memory\[149\]\[31\],27.48
memory\[220\]\[4\],27.48
clknet_leaf_1_clk,27.48
_11448_,27.44
_12913_,27.44
memory\[237\]\[17\],27.44
clknet_leaf_990_clk,27.44
_10572_,27.42
_11734_,27.42
_11670_,27.41
memory\[246\]\[24\],27.385
memory\[83\]\[24\],27.38
memory\[199\]\[22\],27.36
memory\[63\]\[16\],27.36
memory\[119\]\[30\],27.32
memory\[253\]\[20\],27.3
memory\[95\]\[12\],27.3
memory\[190\]\[31\],27.28
memory\[175\]\[27\],27.26
memory\[149\]\[17\],27.245
memory\[165\]\[17\],27.245
memory\[140\]\[13\],27.24
memory\[155\]\[0\],27.24
memory\[205\]\[3\],27.24
_12538_,27.22
memory\[108\]\[31\],27.22
memory\[213\]\[29\],27.22
memory\[161\]\[19\],27.205
_10111_,27.2
memory\[184\]\[20\],27.2
memory\[189\]\[22\],27.2
memory\[233\]\[9\],27.185
memory\[115\]\[25\],27.16
memory\[193\]\[29\],27.15
_13134_,27.14
net3856,27.14
memory\[204\]\[24\],27.125
_09256_,27.12
_10339_,27.1
_12948_,27.1
_14417_,27.1
memory\[18\]\[29\],27.1
memory\[229\]\[23\],27.1
memory\[96\]\[29\],27.1
_09108_,27.08
_14415_,27.06
memory\[55\]\[12\],27.06
_11056_,27.04
memory\[209\]\[31\],27.04
clknet_leaf_1055_clk,27.04
_10330_,27.02
_12764_,27.02
_13240_,27.02
memory\[212\]\[30\],27.02
memory\[220\]\[7\],27.02
clknet_leaf_1009_clk,27.02
memory\[151\]\[23\],27
memory\[152\]\[11\],27
memory\[253\]\[14\],27
memory\[42\]\[15\],27
memory\[161\]\[0\],26.985
memory\[147\]\[29\],26.98
memory\[108\]\[3\],26.96
memory\[11\]\[7\],26.96
_10112_,26.94
memory\[146\]\[23\],26.94
memory\[239\]\[5\],26.94
memory\[39\]\[25\],26.94
_09810_,26.92
memory\[101\]\[10\],26.905
memory\[249\]\[29\],26.905
_11023_,26.9
memory\[240\]\[17\],26.9
memory\[78\]\[8\],26.9
_10753_,26.88
memory\[148\]\[13\],26.88
memory\[177\]\[25\],26.88
_12197_,26.86
memory\[199\]\[20\],26.86
memory\[248\]\[1\],26.86
_12188_,26.855
_12957_,26.84
memory\[82\]\[3\],26.84
memory\[7\]\[16\],26.82
memory\[177\]\[0\],26.8
memory\[244\]\[3\],26.8
_11384_,26.78
_11408_,26.78
memory\[196\]\[18\],26.78
memory\[242\]\[15\],26.78
memory\[253\]\[7\],26.78
_13551_,26.76
_14083_,26.74
memory\[194\]\[3\],26.74
_14266_,26.72
memory\[191\]\[17\],26.72
_10972_,26.68
_12245_,26.68
_13455_,26.68
memory\[177\]\[11\],26.68
memory\[80\]\[3\],26.68
_12750_,26.66
memory\[54\]\[30\],26.645
_10745_,26.64
_11048_,26.64
_11932_,26.64
memory\[133\]\[21\],26.64
memory\[242\]\[25\],26.64
memory\[248\]\[13\],26.62
_08955_,26.6
_13752_,26.6
memory\[113\]\[30\],26.6
memory\[248\]\[15\],26.6
_14372_,26.58
memory\[197\]\[1\],26.58
memory\[174\]\[10\],26.57
_13580_,26.56
memory\[172\]\[6\],26.54
memory\[68\]\[20\],26.54
_10331_,26.52
_11618_,26.52
memory\[128\]\[13\],26.52
memory\[249\]\[28\],26.52
memory\[70\]\[9\],26.52
memory\[132\]\[22\],26.505
_12707_,26.5
memory\[212\]\[0\],26.48
memory\[49\]\[6\],26.48
memory\[113\]\[27\],26.46
memory\[33\]\[1\],26.46
_14130_,26.445
memory\[222\]\[9\],26.445
_11970_,26.42
memory\[106\]\[9\],26.42
memory\[40\]\[31\],26.42
memory\[60\]\[7\],26.42
memory\[155\]\[29\],26.4
memory\[159\]\[18\],26.4
memory\[40\]\[24\],26.4
memory\[94\]\[19\],26.4
memory\[113\]\[4\],26.38
memory\[190\]\[12\],26.365
memory\[145\]\[25\],26.36
memory\[43\]\[15\],26.36
