net,length_um
memory\[11\]\[2\],48.12
_1526_,48.04
_2308_,48.02
memory\[16\]\[12\],48.02
_1679_,47.975
memory\[0\]\[7\],47.97
_1492_,47.96
_3191_,47.94
memory\[16\]\[2\],47.94
memory\[21\]\[22\],47.9
_0054_,47.86
_1627_,47.8
memory\[5\]\[0\],47.7
_1789_,47.55
memory\[1\]\[7\],47.5
_3223_,47.48
_2373_,47.465
_2077_,47.42
memory\[18\]\[8\],47.395
_1395_,47.32
_1870_,47.29
_0483_,47.285
_1640_,47.28
memory\[4\]\[27\],47.26
memory\[19\]\[12\],47.18
_0024_,47.165
_2257_,47.14
memory\[27\]\[14\],47.12
_2367_,47.06
_2316_,46.96
memory\[19\]\[1\],46.92
memory\[23\]\[25\],46.9
_1357_,46.86
_2137_,46.77
_3256_,46.7
memory\[1\]\[2\],46.68
memory\[11\]\[15\],46.62
_1675_,46.6
memory\[27\]\[2\],46.56
_1285_,46.54
memory\[21\]\[0\],46.52
_1311_,46.5
memory\[21\]\[18\],46.47
_3412_,46.34
_2265_,46.32
_1326_,46.3
clknet_leaf_89_clk,46.22
memory\[22\]\[16\],46.215
_0008_,46.145
memory\[25\]\[0\],46.12
memory\[7\]\[4\],46.08
memory\[21\]\[21\],46.02
_0304_,46.005
memory\[8\]\[14\],45.92
_2124_,45.83
memory\[15\]\[6\],45.78
memory\[11\]\[12\],45.76
memory\[0\]\[24\],45.72
_1731_,45.68
memory\[25\]\[25\],45.66
_2229_,45.6
clknet_leaf_60_clk,45.6
memory\[14\]\[29\],45.59
_1519_,45.56
_3409_,45.56
_1553_,45.54
_1762_,45.54
memory\[12\]\[15\],45.46
_1886_,45.45
_2379_,45.42
_1892_,45.4
memory\[27\]\[15\],45.3
memory\[5\]\[12\],45.3
_0032_,45.265
_1570_,45.22
_1613_,45.2
memory\[16\]\[5\],45.2
memory\[7\]\[25\],45.14
_1331_,45.12
memory\[27\]\[30\],45.1
_1560_,45
_2246_,44.98
memory\[8\]\[0\],44.9
_2039_,44.84
memory\[13\]\[6\],44.84
memory\[21\]\[28\],44.84
_1682_,44.8
_1714_,44.68
_2985_,44.68
memory\[6\]\[19\],44.675
_2100_,44.63
_1274_,44.62
_2381_,44.6
memory\[19\]\[13\],44.57
memory\[7\]\[19\],44.54
_3248_,44.46
memory\[23\]\[28\],44.46
memory\[18\]\[25\],44.435
memory\[3\]\[4\],44.43
_1448_,44.36
_1794_,44.34
_2200_,44.34
_1325_,44.225
memory\[20\]\[22\],44.22
memory\[9\]\[4\],44.14
memory\[1\]\[1\],44.1
memory\[20\]\[11\],44.04
_1807_,44.02
memory\[18\]\[22\],44.01
memory\[15\]\[11\],43.98
memory\[8\]\[30\],43.94
_2427_,43.92
memory\[5\]\[5\],43.84
_0512_,43.725
_1657_,43.72
_2204_,43.72
clknet_leaf_26_clk,43.68
_1660_,43.66
_1940_,43.62
memory\[19\]\[22\],43.62
memory\[19\]\[5\],43.62
memory\[18\]\[0\],43.61
_0009_,43.585
memory\[15\]\[5\],43.56
_1728_,43.54
memory\[23\]\[10\],43.52
memory\[16\]\[4\],43.34
memory\[27\]\[12\],43.3
memory\[23\]\[23\],43.28
memory\[11\]\[11\],43.24
memory\[9\]\[3\],43.22
memory\[28\]\[22\],43.14
memory\[30\]\[4\],43.11
_2005_,43.06
_2268_,43.02
_1490_,42.98
_1755_,42.83
_1726_,42.8
memory\[20\]\[4\],42.76
clknet_0__2783_,42.7
memory\[29\]\[10\],42.68
_1391_,42.64
memory\[1\]\[26\],42.64
memory\[17\]\[24\],42.62
_1244_,42.61
memory\[26\]\[21\],42.51
_3188_,42.5
_2307_,42.48
memory\[7\]\[1\],42.45
memory\[28\]\[6\],42.44
_2310_,42.42
memory\[16\]\[17\],42.42
_1626_,42.3
memory\[26\]\[0\],42.26
memory\[31\]\[15\],42.26
_1405_,42.2
_1362_,42.16
data_addr2[4],42.14
_1531_,42.105
_1786_,42.08
memory\[7\]\[8\],42.06
memory\[19\]\[3\],42
memory\[15\]\[20\],41.92
clknet_leaf_33_clk,41.88
memory\[12\]\[21\],41.87
memory\[24\]\[23\],41.84
memory\[27\]\[13\],41.84
_2016_,41.74
memory\[30\]\[2\],41.71
memory\[20\]\[8\],41.68
memory\[6\]\[27\],41.66
memory\[8\]\[13\],41.66
_2656_,41.6
memory\[14\]\[31\],41.6
memory\[3\]\[20\],41.58
_1578_,41.5
memory\[28\]\[1\],41.44
memory\[6\]\[21\],41.435
memory\[7\]\[24\],41.38
memory\[29\]\[16\],41.28
_0058_,41.205
memory\[16\]\[19\],41.2
memory\[13\]\[30\],41.06
memory\[23\]\[4\],41.02
_2244_,40.97
memory\[21\]\[25\],40.9
memory\[2\]\[28\],40.895
memory\[0\]\[30\],40.89
_1228_,40.88
_2358_,40.86
memory\[23\]\[29\],40.82
memory\[24\]\[3\],40.8
_0532_,40.795
memory\[1\]\[28\],40.62
memory\[25\]\[31\],40.56
_0517_,40.475
memory\[11\]\[0\],40.47
memory\[28\]\[31\],40.46
memory\[12\]\[16\],40.41
memory\[10\]\[2\],40.4
memory\[4\]\[25\],40.4
_1859_,40.36
memory\[20\]\[3\],40.36
memory\[31\]\[7\],40.36
memory\[5\]\[29\],40.36
_2256_,40.28
_2096_,40.24
memory\[22\]\[18\],40.11
memory\[30\]\[22\],40.035
_2010_,40.02
memory\[18\]\[26\],40.02
_2633_,40
_2664_,39.98
memory\[1\]\[20\],39.96
_0632_,39.945
_1527_,39.94
memory\[12\]\[12\],39.92
memory\[9\]\[10\],39.92
memory\[9\]\[5\],39.92
clknet_1_0__leaf__3445_,39.9
_1376_,39.88
memory\[4\]\[20\],39.88
_0598_,39.825
memory\[24\]\[7\],39.82
memory\[13\]\[14\],39.74
_2129_,39.7
_1223_,39.68
_3125_,39.66
memory\[24\]\[15\],39.66
clknet_1_0__leaf__3446_,39.66
clknet_1_1__leaf__2786_,39.62
memory\[16\]\[13\],39.6
memory\[27\]\[29\],39.56
memory\[24\]\[17\],39.5
memory\[26\]\[27\],39.475
memory\[4\]\[18\],39.41
memory\[20\]\[21\],39.385
_2300_,39.32
memory\[9\]\[6\],39.3
_1339_,39.28
_2272_,39.28
memory\[2\]\[22\],39.28
_0023_,39.26
clknet_0__2786_,39.26
_0017_,39.185
_2528_,39.16
_2993_,39.16
memory\[24\]\[29\],39.16
memory\[29\]\[22\],39.14
_1292_,39.08
memory\[23\]\[26\],39.06
_3344_,39
memory\[25\]\[10\],38.98
_1673_,38.92
_3283_,38.92
memory\[12\]\[18\],38.88
_2386_,38.84
memory\[18\]\[3\],38.77
memory\[29\]\[13\],38.76
_2907_,38.725
_2199_,38.72
memory\[23\]\[15\],38.72
memory\[8\]\[28\],38.7
memory\[8\]\[15\],38.68
_2248_,38.54
memory\[11\]\[19\],38.38
_1982_,38.36
memory\[26\]\[1\],38.345
_2318_,38.34
_2149_,38.325
memory\[24\]\[19\],38.32
memory\[7\]\[2\],38.26
memory\[11\]\[3\],38.24
memory\[2\]\[9\],38.23
memory\[1\]\[25\],38.22
memory\[27\]\[8\],38.18
memory\[23\]\[24\],38.16
_2662_,38.14
memory\[1\]\[15\],38.14
memory\[18\]\[15\],38.045
memory\[8\]\[23\],38.04
_2083_,37.945
_1945_,37.94
_2288_,37.9
_0920_,37.885
_2051_,37.86
_0002_,37.76
_2672_,37.74
memory\[11\]\[4\],37.73
memory\[6\]\[10\],37.73
_0258_,37.685
_1348_,37.68
_1977_,37.68
clknet_leaf_3_clk,37.68
_0007_,37.665
memory\[23\]\[12\],37.66
memory\[27\]\[4\],37.66
_1417_,37.655
memory\[27\]\[28\],37.62
memory\[6\]\[16\],37.62
_0854_,37.605
memory\[29\]\[30\],37.6
_2132_,37.58
_3348_,37.57
_1648_,37.56
_1750_,37.56
_1795_,37.52
memory\[4\]\[19\],37.5
_1283_,37.46
memory\[28\]\[12\],37.46
memory\[16\]\[3\],37.42
memory\[25\]\[27\],37.42
_2108_,37.4
memory\[28\]\[30\],37.4
memory\[26\]\[6\],37.395
_3354_,37.3
memory\[7\]\[30\],37.3
_2276_,37.26
_1865_,37.2
_2067_,37.1
memory\[22\]\[5\],37.075
_1372_,37.06
_0022_,37.055
_0050_,37.04
memory\[9\]\[23\],37.04
memory\[15\]\[30\],37
memory\[26\]\[29\],36.94
_1849_,36.9
_1288_,36.87
memory\[0\]\[28\],36.82
memory\[24\]\[30\],36.8
_0282_,36.765
_1691_,36.74
memory\[28\]\[28\],36.695
memory\[12\]\[0\],36.68
memory\[13\]\[10\],36.68
memory\[3\]\[18\],36.66
_1858_,36.64
memory\[0\]\[10\],36.64
_3073_,36.62
memory\[0\]\[15\],36.62
memory\[15\]\[16\],36.58
memory\[5\]\[6\],36.58
memory\[27\]\[7\],36.57
memory\[15\]\[7\],36.52
net32,36.52
_1993_,36.46
memory\[4\]\[5\],36.46
_2001_,36.42
_1817_,36.32
memory\[1\]\[22\],36.32
memory\[14\]\[20\],36.31
_1943_,36.26
memory\[12\]\[31\],36.26
memory\[9\]\[8\],36.26
_1730_,36.255
memory\[12\]\[29\],36.24
memory\[8\]\[22\],36.24
memory\[27\]\[16\],36.23
_1610_,36.14
_0690_,36.125
memory\[10\]\[26\],36.115
memory\[29\]\[6\],36.08
_2214_,36.04
memory\[5\]\[30\],36.04
memory\[7\]\[20\],36.02
_1907_,35.98
_2346_,35.98
_1477_,35.92
memory\[30\]\[8\],35.91
memory\[31\]\[9\],35.89
_0708_,35.805
_2209_,35.73
memory\[12\]\[7\],35.7
memory\[25\]\[2\],35.67
clknet_1_1__leaf__2783_,35.66
memory\[9\]\[13\],35.64
memory\[23\]\[11\],35.62
memory\[18\]\[24\],35.61
_2213_,35.6
_2670_,35.54
_3163_,35.52
memory\[29\]\[28\],35.52
_1631_,35.44
memory\[5\]\[11\],35.42
_1269_,35.41
_2133_,35.41
_1605_,35.405
clknet_leaf_55_clk,35.4
memory\[13\]\[19\],35.38
memory\[17\]\[16\],35.38
memory\[30\]\[31\],35.345
memory\[9\]\[26\],35.28
_2420_,35.24
memory\[25\]\[30\],35.22
_1003_,35.185
_2350_,35.18
memory\[16\]\[21\],35.18
memory\[16\]\[18\],35.17
_1926_,35.08
memory\[19\]\[11\],35
memory\[17\]\[12\],34.95
memory\[5\]\[17\],34.9
memory\[11\]\[29\],34.86
memory\[17\]\[21\],34.86
_1988_,34.82
memory\[13\]\[4\],34.79
memory\[26\]\[20\],34.67
_1295_,34.62
_1894_,34.61
_2036_,34.6
_2169_,34.6
_3446_,34.56
memory\[23\]\[17\],34.56
memory\[8\]\[3\],34.54
_0163_,34.525
_2112_,34.51
memory\[10\]\[23\],34.495
memory\[17\]\[18\],34.48
_1309_,34.465
memory\[31\]\[22\],34.46
memory\[31\]\[8\],34.46
_1690_,34.42
memory\[6\]\[22\],34.41
_1882_,34.34
memory\[10\]\[17\],34.33
memory\[0\]\[21\],34.32
_1672_,34.28
memory\[4\]\[29\],34.28
memory\[13\]\[5\],34.24
clknet_0__2785_,34.22
memory\[18\]\[21\],34.21
memory\[26\]\[31\],34.2
_2148_,34.18
_2348_,34.14
memory\[16\]\[1\],34.14
memory\[17\]\[1\],34.1
memory\[8\]\[5\],34.1
clknet_leaf_91_clk,34.1
memory\[6\]\[2\],34.065
memory\[30\]\[28\],34.055
memory\[21\]\[31\],33.96
memory\[19\]\[29\],33.94
memory\[23\]\[14\],33.92
memory\[22\]\[27\],33.915
memory\[1\]\[12\],33.88
memory\[18\]\[7\],33.855
memory\[24\]\[28\],33.84
_0670_,33.78
memory\[20\]\[27\],33.76
memory\[29\]\[8\],33.74
memory\[23\]\[19\],33.7
_1636_,33.69
_1263_,33.68
memory\[16\]\[30\],33.68
memory\[19\]\[30\],33.68
memory\[22\]\[11\],33.67
_1342_,33.66
_3057_,33.66
data_out1[11],33.64
clknet_1_0__leaf__2785_,33.62
memory\[19\]\[14\],33.58
memory\[28\]\[23\],33.56
_2450_,33.55
memory\[23\]\[18\],33.52
memory\[22\]\[8\],33.515
memory\[13\]\[15\],33.5
_1497_,33.46
memory\[25\]\[4\],33.46
memory\[22\]\[7\],33.435
memory\[30\]\[7\],33.435
memory\[21\]\[13\],33.4
memory\[9\]\[28\],33.4
memory\[26\]\[9\],33.395
memory\[27\]\[9\],33.34
_0550_,33.305
memory\[7\]\[9\],33.3
memory\[18\]\[4\],33.27
memory\[15\]\[27\],33.24
memory\[28\]\[3\],33.24
memory\[1\]\[3\],33.22
memory\[17\]\[30\],33.2
memory\[4\]\[7\],33.18
_1270_,33.16
_2263_,33.16
memory\[25\]\[6\],33.14
_0376_,33.125
memory\[19\]\[18\],33.12
_1559_,33.1
memory\[11\]\[30\],33.09
memory\[7\]\[12\],33.06
_3391_,33.025
memory\[3\]\[3\],32.98
clknet_1_0__leaf__2787_,32.92
memory\[2\]\[29\],32.9
_1733_,32.86
_2610_,32.86
memory\[10\]\[24\],32.835
memory\[0\]\[2\],32.82
memory\[19\]\[0\],32.82
memory\[18\]\[20\],32.815
memory\[29\]\[14\],32.78
memory\[18\]\[18\],32.75
_1502_,32.74
_2996_,32.74
memory\[31\]\[4\],32.74
memory\[2\]\[30\],32.73
memory\[4\]\[16\],32.73
memory\[28\]\[26\],32.7
_1884_,32.68
_2360_,32.64
memory\[25\]\[22\],32.6
memory\[18\]\[16\],32.595
_1464_,32.58
memory\[16\]\[23\],32.54
memory\[19\]\[10\],32.49
memory\[23\]\[31\],32.48
_1910_,32.44
_1506_,32.38
memory\[0\]\[22\],32.38
memory\[4\]\[17\],32.38
_1776_,32.36
memory\[12\]\[9\],32.34
memory\[14\]\[18\],32.335
_2429_,32.3
_2713_,32.3
memory\[27\]\[26\],32.3
memory\[3\]\[29\],32.2
memory\[22\]\[28\],32.195
_0747_,32.095
memory\[18\]\[14\],32.07
memory\[3\]\[25\],32.06
memory\[14\]\[11\],32.04
memory\[1\]\[17\],32.04
clknet_1_1__leaf__2784_,32.04
_2037_,32.025
memory\[9\]\[19\],32.02
memory\[29\]\[24\],32.01
_3389_,31.98
_1906_,31.96
_1494_,31.95
memory\[12\]\[5\],31.94
memory\[29\]\[19\],31.92
memory\[10\]\[18\],31.895
_2313_,31.89
memory\[17\]\[15\],31.88
memory\[30\]\[10\],31.87
_1841_,31.835
_3418_,31.82
memory\[0\]\[23\],31.82
memory\[24\]\[1\],31.78
_1622_,31.76
memory\[22\]\[24\],31.73
memory\[31\]\[17\],31.72
memory\[11\]\[9\],31.64
memory\[7\]\[29\],31.64
_0048_,31.625
_2111_,31.6
_0283_,31.585
memory\[17\]\[17\],31.56
_1164_,31.52
memory\[13\]\[26\],31.52
memory\[5\]\[14\],31.51
_1760_,31.5
clknet_1_1__leaf__2787_,31.5
memory\[17\]\[10\],31.44
clknet_0__3446_,31.44
_0038_,31.42
memory\[31\]\[16\],31.42
memory\[30\]\[13\],31.41
_0722_,31.405
_0000_,31.38
memory\[21\]\[29\],31.36
memory\[21\]\[27\],31.28
memory\[3\]\[1\],31.28
_3258_,31.24
memory\[16\]\[22\],31.24
memory\[31\]\[30\],31.16
_1881_,31.125
memory\[10\]\[6\],31.09
_3129_,31.08
memory\[13\]\[23\],31.08
memory\[1\]\[27\],31.04
memory\[27\]\[25\],31.02
_3025_,31
memory\[22\]\[25\],30.99
_0759_,30.965
_1777_,30.96
_3403_,30.96
memory\[1\]\[31\],30.94
memory\[4\]\[21\],30.94
memory\[14\]\[5\],30.93
memory\[22\]\[30\],30.89
memory\[28\]\[19\],30.86
memory\[5\]\[21\],30.84
_1434_,30.82
_1707_,30.82
memory\[11\]\[1\],30.8
memory\[20\]\[23\],30.78
memory\[28\]\[21\],30.78
_0005_,30.765
memory\[11\]\[27\],30.75
_2188_,30.72
_2333_,30.72
memory\[20\]\[12\],30.7
memory\[11\]\[5\],30.66
net1152,30.64
memory\[18\]\[17\],30.625
memory\[23\]\[22\],30.62
_0047_,30.6
memory\[10\]\[29\],30.58
memory\[29\]\[27\],30.58
memory\[4\]\[8\],30.58
memory\[8\]\[17\],30.58
_0001_,30.525
memory\[24\]\[6\],30.46
_1901_,30.44
_3152_,30.44
memory\[14\]\[2\],30.395
memory\[30\]\[25\],30.39
memory\[14\]\[13\],30.385
memory\[8\]\[1\],30.38
_2377_,30.285
memory\[3\]\[22\],30.27
memory\[20\]\[20\],30.26
memory\[1\]\[11\],30.24
_0014_,30.205
_1562_,30.14
memory\[2\]\[8\],30.115
_1637_,30.1
memory\[31\]\[28\],30.08
clknet_1_1__leaf__3445_,30.08
_1662_,30.025
memory\[2\]\[26\],30.015
memory\[6\]\[30\],30.005
_3162_,29.96
_2537_,29.94
memory\[8\]\[31\],29.9
_2398_,29.87
memory\[28\]\[20\],29.84
_1583_,29.76
memory\[19\]\[15\],29.75
_2218_,29.745
_1300_,29.72
clknet_leaf_101_clk,29.7
memory\[27\]\[27\],29.68
memory\[10\]\[20\],29.65
memory\[29\]\[17\],29.61
_1508_,29.6
memory\[2\]\[7\],29.555
_2068_,29.54
memory\[8\]\[26\],29.54
_3190_,29.52
memory\[20\]\[17\],29.52
_2140_,29.51
memory\[10\]\[25\],29.49
_3426_,29.48
memory\[16\]\[29\],29.44
memory\[20\]\[25\],29.42
memory\[24\]\[26\],29.42
memory\[30\]\[18\],29.37
_2275_,29.365
memory\[19\]\[8\],29.36
memory\[23\]\[9\],29.36
memory\[31\]\[10\],29.36
memory\[16\]\[25\],29.32
memory\[9\]\[27\],29.32
memory\[29\]\[15\],29.3
_3289_,29.28
memory\[4\]\[31\],29.24
memory\[5\]\[19\],29.23
memory\[1\]\[6\],29.16
memory\[2\]\[17\],29.16
memory\[15\]\[4\],29.14
memory\[21\]\[19\],29.12
_2446_,29.1
_0836_,29.065
_1294_,29.04
memory\[6\]\[3\],29.04
_1921_,29.02
memory\[13\]\[21\],29.02
memory\[7\]\[15\],29
memory\[10\]\[28\],28.975
_2058_,28.94
_2098_,28.94
memory\[25\]\[11\],28.9
memory\[25\]\[23\],28.9
clknet_leaf_75_clk,28.86
_2312_,28.84
_3408_,28.74
_0418_,28.705
_2992_,28.7
net1100,28.7
_1030_,28.645
_3416_,28.62
memory\[13\]\[16\],28.62
_1740_,28.6
memory\[25\]\[8\],28.6
memory\[17\]\[9\],28.54
memory\[0\]\[0\],28.52
memory\[20\]\[1\],28.52
_0738_,28.485
_1716_,28.48
_2084_,28.44
memory\[22\]\[29\],28.435
data_out2[19],28.42
memory\[5\]\[31\],28.42
memory\[13\]\[24\],28.4
memory\[19\]\[4\],28.4
memory\[13\]\[22\],28.36
memory\[24\]\[12\],28.33
_1231_,28.32
memory\[10\]\[1\],28.31
_1121_,28.305
_1643_,28.3
memory\[3\]\[17\],28.28
_1803_,28.26
_2314_,28.2
memory\[20\]\[14\],28.18
memory\[7\]\[7\],28.18
_2343_,28.17
_1217_,28.16
memory\[11\]\[31\],28.14
memory\[28\]\[27\],28.14
memory\[29\]\[7\],28.14
memory\[1\]\[0\],28.12
data_out2[23],28.1
memory\[15\]\[1\],28.1
memory\[28\]\[7\],28.1
_0031_,28.085
clknet_1_1__leaf__2785_,28.08
_1255_,28.065
memory\[8\]\[24\],28.02
_0642_,27.98
memory\[7\]\[16\],27.98
_0307_,27.965
memory\[28\]\[24\],27.94
_2287_,27.93
_2722_,27.92
_0926_,27.905
_1715_,27.9
memory\[27\]\[24\],27.9
memory\[21\]\[4\],27.88
memory\[24\]\[14\],27.86
memory\[12\]\[3\],27.84
memory\[21\]\[26\],27.84
memory\[7\]\[13\],27.84
_1920_,27.82
memory\[13\]\[13\],27.82
memory\[19\]\[2\],27.82
memory\[19\]\[31\],27.82
memory\[29\]\[20\],27.735
_0035_,27.725
memory\[3\]\[10\],27.7
memory\[30\]\[27\],27.69
memory\[20\]\[26\],27.68
_2165_,27.66
memory\[13\]\[0\],27.66
_1834_,27.64
memory\[8\]\[8\],27.615
memory\[15\]\[0\],27.6
memory\[1\]\[30\],27.6
memory\[3\]\[5\],27.6
memory\[27\]\[11\],27.595
_2422_,27.58
memory\[9\]\[11\],27.56
_1416_,27.54
memory\[13\]\[20\],27.54
_1316_,27.53
_2207_,27.52
memory\[3\]\[13\],27.475
_2212_,27.46
memory\[6\]\[6\],27.46
memory\[13\]\[29\],27.44
memory\[3\]\[2\],27.4
memory\[28\]\[9\],27.38
memory\[26\]\[14\],27.375
_0755_,27.325
_1160_,27.32
_1516_,27.32
_0857_,27.305
_2114_,27.3
memory\[0\]\[14\],27.28
memory\[20\]\[2\],27.26
_2491_,27.24
memory\[15\]\[25\],27.24
_2237_,27.235
memory\[15\]\[8\],27.2
_3019_,27.18
_0923_,27.155
_2088_,27.14
memory\[21\]\[3\],27.14
memory\[18\]\[31\],27.11
_1540_,27.1
_1629_,27.1
memory\[28\]\[18\],27.1
memory\[28\]\[29\],27.1
memory\[15\]\[15\],27.08
memory\[12\]\[25\],27.04
memory\[29\]\[21\],27.04
_3016_,27.02
_1454_,27
_3001_,27
memory\[12\]\[20\],27
memory\[10\]\[30\],26.99
memory\[15\]\[29\],26.98
_1330_,26.96
_1538_,26.96
_2714_,26.96
_3135_,26.94
memory\[25\]\[24\],26.91
_2071_,26.9
_2799_,26.9
memory\[13\]\[27\],26.88
memory\[14\]\[24\],26.875
_2383_,26.84
memory\[12\]\[13\],26.84
memory\[24\]\[9\],26.84
memory\[15\]\[19\],26.82
memory\[8\]\[29\],26.82
memory\[9\]\[14\],26.82
_0673_,26.805
_0011_,26.8
memory\[24\]\[24\],26.8
memory\[18\]\[11\],26.795
memory\[14\]\[16\],26.79
_0187_,26.785
_2147_,26.78
_3121_,26.78
memory\[28\]\[11\],26.78
_3349_,26.72
memory\[3\]\[12\],26.72
_1438_,26.675
memory\[29\]\[11\],26.62
_2135_,26.6
_3169_,26.6
memory\[29\]\[26\],26.56
_1441_,26.54
_1442_,26.52
memory\[15\]\[18\],26.5
memory\[3\]\[9\],26.48
_1211_,26.46
_2176_,26.46
clknet_0__2784_,26.46
memory\[30\]\[19\],26.4
memory\[26\]\[2\],26.395
memory\[18\]\[10\],26.39
_1504_,26.38
memory\[13\]\[7\],26.36
_2795_,26.32
_1347_,26.28
_1406_,26.28
memory\[12\]\[4\],26.28
memory\[14\]\[14\],26.245
_2887_,26.2
memory\[6\]\[29\],26.175
memory\[27\]\[6\],26.16
_1919_,26.14
clknet_leaf_42_clk,26.14
memory\[5\]\[8\],26.12
_1575_,26.1
_1765_,26.1
memory\[20\]\[13\],26.08
_1334_,26
_1072_,25.965
_1566_,25.96
memory\[19\]\[23\],25.96
memory\[25\]\[19\],25.96
_2271_,25.925
memory\[25\]\[28\],25.9
memory\[8\]\[20\],25.9
memory\[25\]\[26\],25.88
net826,25.88
_1452_,25.86
_2938_,25.86
_2331_,25.85
_2004_,25.82
memory\[20\]\[5\],25.82
memory\[7\]\[26\],25.82
_1410_,25.8
_1458_,25.8
_1732_,25.8
_3056_,25.76
memory\[12\]\[22\],25.76
memory\[4\]\[15\],25.76
memory\[2\]\[21\],25.755
_2375_,25.72
_1421_,25.715
memory\[29\]\[2\],25.7
_1371_,25.64
memory\[21\]\[7\],25.64
memory\[7\]\[11\],25.6
memory\[31\]\[11\],25.58
memory\[0\]\[8\],25.56
memory\[12\]\[19\],25.54
_1983_,25.535
memory\[26\]\[17\],25.535
_2677_,25.52
_3185_,25.52
memory\[6\]\[7\],25.51
_1471_,25.5
_3266_,25.5
memory\[13\]\[8\],25.5
memory\[5\]\[28\],25.5
memory\[0\]\[11\],25.48
_2415_,25.45
_1670_,25.42
_2054_,25.42
memory\[28\]\[14\],25.42
_0671_,25.405
_1600_,25.4
memory\[21\]\[6\],25.4
data_out2[27],25.37
_1437_,25.36
memory\[3\]\[31\],25.36
memory\[13\]\[18\],25.32
memory\[6\]\[12\],25.315
_0040_,25.305
memory\[0\]\[13\],25.3
_3396_,25.29
_1739_,25.28
_0216_,25.265
_2563_,25.26
_0030_,25.245
memory\[6\]\[15\],25.24
memory\[3\]\[14\],25.23
_1373_,25.22
_1888_,25.22
_2366_,25.22
memory\[12\]\[17\],25.22
_0877_,25.205
memory\[24\]\[25\],25.2
memory\[3\]\[8\],25.2
memory\[25\]\[3\],25.18
_3415_,25.16
memory\[30\]\[1\],25.155
_3124_,25.14
memory\[4\]\[14\],25.14
memory\[24\]\[16\],25.1
memory\[30\]\[5\],25.095
_0373_,25.085
_0896_,25.08
_0852_,25.025
_1774_,25.02
clknet_1_0__leaf__2786_,25.02
memory\[23\]\[8\],24.96
memory\[23\]\[6\],24.9
_1734_,24.845
memory\[25\]\[21\],24.84
memory\[22\]\[4\],24.835
memory\[3\]\[21\],24.82
_1621_,24.8
_2345_,24.8
memory\[0\]\[17\],24.78
_2192_,24.77
_2371_,24.76
_3000_,24.76
_1647_,24.74
_2311_,24.74
_1450_,24.72
memory\[31\]\[6\],24.72
memory\[23\]\[5\],24.7
_0039_,24.685
_2040_,24.66
_0824_,24.645
memory\[30\]\[17\],24.63
_0575_,24.61
_0446_,24.6
_2724_,24.6
clknet_1_1__leaf__3446_,24.6
memory\[14\]\[26\],24.575
memory\[0\]\[6\],24.56
memory\[15\]\[26\],24.56
_0029_,24.545
_1980_,24.54
memory\[5\]\[23\],24.54
_0514_,24.505
_1957_,24.5
_0965_,24.465
_1853_,24.46
_3168_,24.44
memory\[21\]\[5\],24.44
_0451_,24.425
memory\[15\]\[13\],24.42
memory\[2\]\[15\],24.415
memory\[28\]\[0\],24.36
_3070_,24.34
_0010_,24.305
_2404_,24.3
memory\[24\]\[27\],24.28
_1382_,24.26
_3411_,24.22
memory\[11\]\[17\],24.22
net1042,24.18
_2254_,24.165
_1929_,24.16
memory\[15\]\[3\],24.16
memory\[9\]\[16\],24.12
memory\[14\]\[4\],24.11
_1784_,24.08
memory\[12\]\[27\],24.06
memory\[16\]\[24\],24.06
_3417_,24.02
memory\[10\]\[7\],24.015
_1918_,23.965
_1512_,23.96
memory\[11\]\[20\],23.94
memory\[15\]\[2\],23.94
_0461_,23.925
_2705_,23.92
memory\[7\]\[22\],23.92
_1749_,23.9
_0894_,23.875
_1507_,23.86
memory\[30\]\[0\],23.85
memory\[11\]\[22\],23.82
memory\[31\]\[24\],23.82
_0593_,23.765
_2546_,23.76
memory\[7\]\[21\],23.76
_2157_,23.75
memory\[10\]\[3\],23.695
memory\[2\]\[0\],23.695
_0497_,23.665
_2666_,23.66
memory\[27\]\[10\],23.66
memory\[2\]\[2\],23.655
_2726_,23.64
memory\[22\]\[19\],23.635
_1854_,23.62
memory\[23\]\[0\],23.62
_3165_,23.58
memory\[17\]\[7\],23.58
memory\[30\]\[29\],23.575
memory\[31\]\[5\],23.56
net903,23.54
memory\[21\]\[16\],23.52
_0394_,23.485
_1356_,23.48
memory\[7\]\[6\],23.48
memory\[16\]\[6\],23.47
_3120_,23.46
memory\[21\]\[20\],23.46
memory\[22\]\[2\],23.45
_2873_,23.42
memory\[17\]\[19\],23.4
_1277_,23.38
_0962_,23.365
memory\[31\]\[26\],23.36
memory\[30\]\[3\],23.355
_3421_,23.34
memory\[26\]\[30\],23.335
_1887_,23.3
memory\[21\]\[11\],23.3
_0393_,23.265
_0828_,23.265
_1763_,23.24
_2325_,23.24
memory\[31\]\[1\],23.24
_1525_,23.2
memory\[1\]\[14\],23.18
_1756_,23.16
_1683_,23.14
_0812_,23.125
memory\[30\]\[12\],23.115
_0397_,23.085
_1266_,23.08
memory\[2\]\[6\],23.07
_0271_,23.045
memory\[20\]\[10\],23.04
_1108_,23.035
memory\[15\]\[24\],23.02
_0552_,23.015
_1654_,23
_1329_,22.98
_2168_,22.96
memory\[12\]\[8\],22.96
memory\[27\]\[31\],22.96
memory\[26\]\[26\],22.935
memory\[6\]\[28\],22.93
memory\[22\]\[13\],22.89
_0818_,22.885
