net,length_um
memory\[14\]\[10\],22.87
_1112_,22.865
_1722_,22.855
memory\[19\]\[21\],22.84
memory\[18\]\[13\],22.83
net907,22.8
_0400_,22.745
_3026_,22.72
net388,22.72
memory\[25\]\[1\],22.7
_0513_,22.665
memory\[16\]\[20\],22.64
memory\[7\]\[5\],22.64
memory\[30\]\[14\],22.635
_2193_,22.62
_2926_,22.62
memory\[19\]\[20\],22.62
net846,22.62
memory\[11\]\[28\],22.6
memory\[17\]\[22\],22.58
net1102,22.58
_1307_,22.56
_1365_,22.54
memory\[27\]\[23\],22.54
memory\[3\]\[27\],22.54
_3074_,22.5
memory\[15\]\[21\],22.5
_0042_,22.485
memory\[15\]\[12\],22.47
memory\[30\]\[21\],22.47
_1377_,22.46
_1459_,22.46
_3032_,22.46
_3399_,22.46
memory\[25\]\[18\],22.46
memory\[6\]\[1\],22.45
_0908_,22.445
memory\[12\]\[24\],22.42
memory\[12\]\[6\],22.42
_1396_,22.38
_2823_,22.38
memory\[16\]\[27\],22.38
clknet_1_0__leaf__2784_,22.38
memory\[17\]\[5\],22.36
_2746_,22.34
_3204_,22.34
memory\[19\]\[9\],22.34
_0785_,22.325
_2783_,22.32
memory\[31\]\[14\],22.31
_3076_,22.3
memory\[11\]\[8\],22.3
_0721_,22.285
memory\[3\]\[23\],22.28
memory\[29\]\[31\],22.26
_1908_,22.255
_0664_,22.245
_2612_,22.22
net1097,22.22
memory\[14\]\[0\],22.195
_1402_,22.185
_2418_,22.18
memory\[10\]\[9\],22.17
_1935_,22.165
memory\[6\]\[25\],22.165
memory\[11\]\[25\],22.16
memory\[6\]\[5\],22.16
memory\[16\]\[26\],22.14
memory\[9\]\[15\],22.14
_1078_,22.125
memory\[0\]\[4\],22.1
memory\[2\]\[23\],22.095
_0931_,22.085
_0056_,22.08
_2869_,22.08
memory\[15\]\[23\],22.08
_0272_,22.045
_1574_,22.04
memory\[18\]\[12\],22.025
net257,22.02
memory\[24\]\[0\],22
net851,21.96
memory\[2\]\[10\],21.94
_2090_,21.92
memory\[12\]\[1\],21.92
_0615_,21.905
memory\[22\]\[20\],21.895
memory\[2\]\[4\],21.88
memory\[11\]\[14\],21.84
memory\[31\]\[3\],21.84
_0353_,21.825
memory\[13\]\[31\],21.82
memory\[22\]\[14\],21.79
_0506_,21.785
_1368_,21.78
_2055_,21.78
data_in[17],21.78
memory\[4\]\[22\],21.78
_0788_,21.765
memory\[14\]\[23\],21.76
_0287_,21.745
_0549_,21.745
_3286_,21.74
memory\[16\]\[7\],21.72
memory\[23\]\[21\],21.72
_2368_,21.715
memory\[11\]\[26\],21.71
memory\[2\]\[31\],21.71
_2291_,21.7
_2299_,21.7
_3011_,21.7
_3164_,21.7
_1045_,21.685
_1534_,21.66
_2710_,21.66
_3395_,21.66
_2072_,21.645
_0570_,21.625
_1061_,21.625
memory\[15\]\[31\],21.62
memory\[2\]\[3\],21.615
_2087_,21.6
memory\[22\]\[31\],21.58
_2242_,21.52
memory\[12\]\[28\],21.5
_2166_,21.495
_2222_,21.485
_1958_,21.48
_2338_,21.46
memory\[17\]\[29\],21.46
_1206_,21.44
memory\[2\]\[24\],21.43
_0784_,21.385
_3015_,21.34
memory\[18\]\[28\],21.33
_1476_,21.32
memory\[9\]\[21\],21.32
memory\[6\]\[17\],21.315
_2892_,21.3
memory\[1\]\[10\],21.28
memory\[12\]\[2\],21.26
memory\[30\]\[16\],21.25
_2326_,21.245
_3195_,21.22
memory\[23\]\[20\],21.22
_3186_,21.2
memory\[9\]\[30\],21.16
_0843_,21.085
_1320_,21.045
memory\[13\]\[3\],21.04
_1258_,21.02
_2716_,21.02
memory\[26\]\[19\],21.015
_0951_,21.005
memory\[4\]\[26\],20.98
_2423_,20.96
net491,20.94
memory\[10\]\[5\],20.93
memory\[2\]\[11\],20.93
_2181_,20.9
_2396_,20.9
_2021_,20.89
_1561_,20.875
_2047_,20.86
_2150_,20.86
_1456_,20.84
memory\[12\]\[23\],20.84
memory\[20\]\[30\],20.84
memory\[21\]\[12\],20.84
memory\[7\]\[0\],20.84
memory\[9\]\[12\],20.84
memory\[2\]\[13\],20.815
_1449_,20.8
_1572_,20.8
_2110_,20.78
_3293_,20.74
_0291_,20.725
_1451_,20.7
_1594_,20.7
_2699_,20.7
memory\[2\]\[18\],20.695
_0021_,20.685
_1487_,20.68
memory\[24\]\[10\],20.64
_1676_,20.62
memory\[23\]\[2\],20.62
memory\[3\]\[26\],20.56
_3309_,20.54
_3072_,20.52
_1568_,20.5
memory\[31\]\[19\],20.5
_0653_,20.485
_1696_,20.465
net752,20.46
_0189_,20.425
_1517_,20.42
_3189_,20.42
memory\[4\]\[4\],20.42
net1080,20.42
_1924_,20.4
net678,20.4
_0248_,20.385
_1751_,20.38
_0335_,20.365
_0696_,20.365
memory\[24\]\[2\],20.36
net739,20.34
_1852_,20.32
_1035_,20.305
net836,20.3
memory\[3\]\[15\],20.29
_0501_,20.285
_3243_,20.26
_1214_,20.24
memory\[15\]\[17\],20.24
memory\[4\]\[13\],20.24
memory\[18\]\[23\],20.235
_0942_,20.225
_1113_,20.225
_1031_,20.205
memory\[9\]\[20\],20.2
_0441_,20.185
memory\[7\]\[14\],20.18
memory\[6\]\[14\],20.175
_2567_,20.16
memory\[21\]\[8\],20.16
memory\[4\]\[2\],20.16
memory\[29\]\[29\],20.14
memory\[26\]\[18\],20.13
_0060_,20.125
_0028_,20.12
memory\[11\]\[18\],20.12
memory\[7\]\[28\],20.12
net551,20.12
memory\[8\]\[10\],20.06
_3260_,20.04
memory\[20\]\[18\],20.04
_0463_,20.035
_0875_,20.025
_1860_,20.02
_2590_,20
_1688_,19.98
memory\[21\]\[17\],19.98
net1084,19.98
memory\[4\]\[30\],19.96
net1045,19.96
_1351_,19.94
_2579_,19.94
memory\[13\]\[28\],19.94
memory\[30\]\[15\],19.935
memory\[2\]\[25\],19.92
_3203_,19.9
memory\[14\]\[28\],19.885
net194,19.88
_0728_,19.88
_1453_,19.88
memory\[18\]\[19\],19.835
_0739_,19.825
_2616_,19.8
data_addr1[0],19.8
memory\[21\]\[2\],19.8
memory\[5\]\[9\],19.8
_0041_,19.785
_1563_,19.78
_1639_,19.78
memory\[18\]\[29\],19.78
memory\[23\]\[30\],19.78
_1474_,19.74
_1883_,19.74
net1030,19.74
_0168_,19.725
memory\[5\]\[25\],19.7
memory\[13\]\[1\],19.68
net784,19.66
_2260_,19.64
_2975_,19.64
_3420_,19.64
_1140_,19.615
memory\[20\]\[31\],19.58
net1018,19.58
_0396_,19.565
memory\[14\]\[1\],19.56
memory\[7\]\[10\],19.56
_0803_,19.525
_2167_,19.52
memory\[13\]\[25\],19.52
_0858_,19.485
_2848_,19.48
_1944_,19.46
memory\[11\]\[24\],19.46
memory\[12\]\[26\],19.46
_3155_,19.44
memory\[0\]\[18\],19.4
_2551_,19.38
_2969_,19.36
memory\[27\]\[0\],19.36
memory\[31\]\[23\],19.34
net349,19.34
_3240_,19.32
memory\[24\]\[5\],19.32
net325,19.32
memory\[30\]\[11\],19.305
_1564_,19.3
_2253_,19.3
memory\[24\]\[31\],19.3
net723,19.28
_0323_,19.275
net1136,19.26
_0869_,19.225
_0895_,19.225
net867,19.2
_1469_,19.18
_2211_,19.18
_0626_,19.165
memory\[19\]\[7\],19.16
memory\[6\]\[13\],19.11
_2297_,19.1
_2961_,19.06
_2151_,19.02
_2177_,19.02
memory\[1\]\[16\],19.02
_1513_,19.005
_1083_,18.985
_2852_,18.98
memory\[20\]\[29\],18.98
_3192_,18.96
net663,18.96
memory\[13\]\[11\],18.95
memory\[30\]\[30\],18.95
_0450_,18.945
_1400_,18.94
_2425_,18.94
net472,18.94
memory\[11\]\[23\],18.92
_0180_,18.905
_0419_,18.905
_0645_,18.895
memory\[22\]\[3\],18.895
_0036_,18.86
_1555_,18.86
_1896_,18.86
_2734_,18.855
memory\[3\]\[30\],18.82
net1140,18.82
_1723_,18.78
memory\[19\]\[17\],18.78
memory\[31\]\[2\],18.78
_0533_,18.765
_1116_,18.745
memory\[8\]\[27\],18.74
_0333_,18.725
_2394_,18.72
_2896_,18.72
_2426_,18.7
_0027_,18.695
_0051_,18.695
memory\[14\]\[12\],18.685
_1656_,18.68
_3423_,18.68
memory\[17\]\[0\],18.68
memory\[0\]\[20\],18.66
_1617_,18.64
_0929_,18.625
net919,18.62
_2401_,18.6
net1101,18.6
memory\[30\]\[24\],18.595
memory\[22\]\[17\],18.59
data_out2[5],18.58
memory\[19\]\[25\],18.56
net1091,18.56
memory\[22\]\[0\],18.55
_0183_,18.545
memory\[9\]\[29\],18.54
_0589_,18.535
_0440_,18.525
_1210_,18.52
data_out1[31],18.49
_0934_,18.485
_1772_,18.48
_3114_,18.48
_0555_,18.445
_0569_,18.445
memory\[13\]\[17\],18.44
net278,18.44
memory\[26\]\[3\],18.435
_0399_,18.425
memory\[14\]\[15\],18.415
_2805_,18.4
_0735_,18.285
net1015,18.28
net1103,18.28
memory\[3\]\[28\],18.26
_0742_,18.245
memory\[25\]\[17\],18.24
memory\[10\]\[21\],18.23
memory\[9\]\[2\],18.22
net454,18.22
memory\[15\]\[14\],18.2
memory\[23\]\[3\],18.2
_3268_,18.18
memory\[26\]\[10\],18.175
_1748_,18.14
_0346_,18.125
data_out2[15],18.12
memory\[30\]\[23\],18.105
net317,18.1
net1034,18.1
net1073,18.1
memory\[24\]\[18\],18.08
net384,18.06
_0487_,18.045
memory\[24\]\[20\],18.02
net761,18.02
net835,18.02
memory\[31\]\[0\],17.98
_0707_,17.965
_0786_,17.965
_2966_,17.94
net193,17.9
_2380_,17.9
memory\[4\]\[12\],17.9
_0214_,17.88
_2321_,17.88
_1738_,17.87
memory\[30\]\[26\],17.86
net332,17.86
memory\[26\]\[23\],17.85
_0385_,17.825
memory\[19\]\[28\],17.82
memory\[3\]\[6\],17.82
_0315_,17.765
_0404_,17.765
_1024_,17.755
_0401_,17.745
_2577_,17.74
memory\[27\]\[19\],17.74
memory\[29\]\[12\],17.72
memory\[4\]\[6\],17.72
_2941_,17.7
_0756_,17.685
_2679_,17.68
net695,17.68
_3069_,17.66
memory\[1\]\[8\],17.66
_0232_,17.645
_2362_,17.64
memory\[25\]\[9\],17.64
_1013_,17.625
net267,17.62
net303,17.62
net755,17.58
_0503_,17.565
_0714_,17.525
_2351_,17.525
_1115_,17.52
_2622_,17.52
_2971_,17.52
_0822_,17.485
_2007_,17.48
memory\[31\]\[20\],17.48
memory\[2\]\[14\],17.47
_1954_,17.46
_2172_,17.46
memory\[3\]\[0\],17.46
memory\[6\]\[4\],17.43
_1222_,17.425
_0621_,17.405
memory\[24\]\[8\],17.36
net272,17.36
memory\[26\]\[5\],17.35
_2183_,17.34
memory\[30\]\[6\],17.315
_0310_,17.305
_2786_,17.3
_3337_,17.3
memory\[29\]\[9\],17.28
memory\[3\]\[16\],17.28
_0916_,17.265
_0331_,17.26
_3407_,17.26
memory\[19\]\[26\],17.26
net864,17.26
_0135_,17.225
data_in[9],17.22
net741,17.22
memory\[10\]\[27\],17.215
data_out2[18],17.2
memory\[14\]\[17\],17.195
_1741_,17.18
memory\[2\]\[1\],17.175
_3422_,17.16
net223,17.16
_0574_,17.145
net834,17.14
_0215_,17.125
_0847_,17.12
memory\[15\]\[22\],17.12
net473,17.12
memory\[14\]\[19\],17.115
memory\[30\]\[20\],17.115
_1215_,17.1
net234,17.1
memory\[26\]\[8\],17.09
_0559_,17.065
_0878_,17.065
_2532_,17.06
net1087,17.06
_0131_,17.045
_2303_,17.04
_1465_,17.02
_2081_,17.02
_2728_,17.02
_0551_,17.015
_1782_,17
_0546_,16.985
_1409_,16.96
_0061_,16.935
net122,16.925
memory\[20\]\[16\],16.9
memory\[23\]\[16\],16.9
_0674_,16.885
_0337_,16.875
memory\[11\]\[13\],16.86
memory\[7\]\[3\],16.86
_1389_,16.84
_1632_,16.84
_1666_,16.84
_2228_,16.83
_0457_,16.825
_3118_,16.8
net829,16.8
_1671_,16.79
_2545_,16.79
_0535_,16.785
memory\[17\]\[8\],16.78
memory\[14\]\[22\],16.77
_2846_,16.76
net624,16.76
_2898_,16.74
_1599_,16.72
_1905_,16.72
_3111_,16.72
_3360_,16.72
net476,16.72
net676,16.72
_0754_,16.705
_0366_,16.685
_0568_,16.685
_0358_,16.665
memory\[15\]\[10\],16.66
memory\[19\]\[19\],16.66
memory\[31\]\[25\],16.64
memory\[27\]\[18\],16.62
_1747_,16.605
memory\[9\]\[1\],16.6
_0939_,16.585
_1111_,16.585
_1446_,16.58
_0808_,16.565
net887,16.56
_0776_,16.545
memory\[21\]\[24\],16.52
net1149,16.52
_1174_,16.5
_1143_,16.485
_2155_,16.46
_1103_,16.435
_2070_,16.42
_2414_,16.42
_3103_,16.42
memory\[15\]\[28\],16.42
_0675_,16.405
_1481_,16.4
_3255_,16.4
_1565_,16.38
_0199_,16.365
_0767_,16.365
memory\[14\]\[8\],16.365
_1420_,16.36
_2953_,16.36
memory\[8\]\[25\],16.36
_0820_,16.355
_0012_,16.345
_0343_,16.345
_2354_,16.34
net701,16.34
_0184_,16.325
_1898_,16.315
_0474_,16.305
_1355_,16.3
_3128_,16.3
_0741_,16.285
_2628_,16.26
_3292_,16.26
net358,16.26
net966,16.26
net407,16.24
net617,16.24
_2402_,16.22
_3115_,16.22
net341,16.22
net859,16.22
_2074_,16.2
memory\[28\]\[4\],16.2
_1703_,16.18
_1139_,16.165
memory\[10\]\[19\],16.165
_3086_,16.14
memory\[0\]\[16\],16.14
memory\[2\]\[16\],16.13
_0511_,16.125
_1847_,16.1
memory\[8\]\[21\],16.1
net310,16.08
memory\[1\]\[18\],16.06
net904,16.06
_0480_,16.045
net1162,16.04
_1358_,16.035
_0132_,16.025
_0357_,16.005
data_in[24],16
_0870_,15.975
net195,15.96
memory\[2\]\[12\],15.955
_3119_,15.94
_1930_,15.92
net520,15.92
memory\[18\]\[30\],15.915
memory\[6\]\[23\],15.885
_1792_,15.88
_3037_,15.88
memory\[25\]\[7\],15.88
memory\[29\]\[1\],15.88
net416,15.88
net576,15.88
net797,15.88
_2925_,15.84
_3061_,15.84
_0699_,15.835
net938,15.82
_0716_,15.805
_2645_,15.8
memory\[27\]\[3\],15.8
memory\[7\]\[17\],15.8
net968,15.8
net1095,15.8
net1159,15.8
_2582_,15.78
memory\[3\]\[24\],15.77
_3136_,15.76
memory\[9\]\[24\],15.76
_1668_,15.75
_1533_,15.72
_3343_,15.72
memory\[20\]\[15\],15.72
net612,15.72
net198,15.68
net1107,15.68
_0459_,15.665
_0499_,15.665
_1136_,15.645
_1644_,15.64
_2399_,15.64
_0165_,15.625
_1074_,15.625
_0280_,15.605
_0608_,15.605
_2085_,15.6
_2413_,15.6
_2883_,15.6
_0164_,15.585
_0866_,15.585
_0927_,15.56
_1652_,15.56
_0944_,15.545
net789,15.52
net1021,15.51
_0438_,15.505
_2829_,15.5
_2894_,15.5
net1036,15.5
_1413_,15.48
_3315_,15.48
_0251_,15.465
_1720_,15.46
_2503_,15.46
_2649_,15.46
_0351_,15.445
_2976_,15.44
memory\[22\]\[15\],15.435
memory\[21\]\[14\],15.42
net758,15.42
net1126,15.4
memory\[21\]\[9\],15.38
_0840_,15.365
data_out1[10],15.36
net604,15.36
_0190_,15.345
_2561_,15.34
_2979_,15.34
_3014_,15.34
memory\[17\]\[3\],15.34
net627,15.34
net712,15.34
_2201_,15.325
_3003_,15.32
_0486_,15.305
_2970_,15.3
memory\[17\]\[28\],15.3
memory\[28\]\[25\],15.3
_2932_,15.28
net356,15.28
net387,15.28
net850,15.28
net668,15.26
_3004_,15.22
memory\[29\]\[4\],15.22
_0516_,15.205
memory\[25\]\[5\],15.2
memory\[26\]\[24\],15.185
net875,15.18
_0528_,15.175
_0899_,15.165
_2006_,15.16
_1868_,15.14
_2050_,15.14
_2825_,15.14
_0823_,15.125
net565,15.12
_0429_,15.105
memory\[3\]\[7\],15.1
_0478_,15.085
_1535_,15.065
_1630_,15.06
memory\[28\]\[5\],15.06
_3055_,15.04
_3397_,15.04
net822,15.04
net947,15.04
net130,15.025
memory\[23\]\[7\],15.02
_2131_,15
_3020_,15
net215,15
net446,15
net999,15
_3059_,14.98
_0798_,14.965
_0865_,14.945
_0417_,14.925
_0462_,14.925
_2419_,14.925
_2614_,14.92
_3363_,14.92
memory\[21\]\[10\],14.92
memory\[27\]\[20\],14.92
memory\[22\]\[9\],14.915
_0783_,14.905
_1501_,14.9
net659,14.9
net865,14.9
net1142,14.9
memory\[21\]\[1\],14.88
net540,14.88
net430,14.86
net192,14.84
_0531_,14.82
net974,14.82
_0953_,14.805
_1056_,14.805
_1284_,14.805
_0284_,14.78
_0694_,14.765
_0952_,14.765
_1145_,14.765
_2641_,14.76
net650,14.76
net1074,14.755
net1004,14.74
_2430_,14.72
net1148,14.68
_1224_,14.66
_1068_,14.645
_2850_,14.64
_0801_,14.625
_0443_,14.6
_2635_,14.58
_2922_,14.56
_2270_,14.54
_0777_,14.525
_2182_,14.52
memory\[20\]\[19\],14.5
memory\[9\]\[9\],14.5
memory\[4\]\[23\],14.48
_1379_,14.465
_2324_,14.46
_2570_,14.46
_3160_,14.46
net916,14.46
_0019_,14.455
_0778_,14.445
_0171_,14.425
_0395_,14.425
net626,14.42
_3316_,14.4
_1545_,14.38
_2130_,14.38
_0771_,14.365
_0445_,14.345
_0731_,14.345
_1232_,14.34
_2365_,14.34
_2784_,14.34
net625,14.34
net804,14.34
_0917_,14.32
_1677_,14.3
_2143_,14.3
_2158_,14.3
memory\[3\]\[11\],14.3
net418,14.3
memory\[19\]\[24\],14.28
memory\[4\]\[10\],14.28
net1053,14.28
_2583_,14.26
memory\[29\]\[0\],14.26
net383,14.26
net401,14.26
_2264_,14.25
_0652_,14.245
_2785_,14.24
_2945_,14.24
memory\[3\]\[19\],14.22
net847,14.22
_2095_,14.215
_0564_,14.145
net1022,14.14
_0693_,14.125
_2409_,14.12
_3017_,14.12
net715,14.12
net801,14.12
net930,14.12
_0727_,14.105
net139,14.105
data_in[19],14.08
memory\[4\]\[9\],14.08
_1077_,14.065
_2989_,14.06
_0502_,14.045
_0591_,14.045
_0825_,14.045
_0933_,14.045
_3029_,14.04
_3102_,14.04
memory\[31\]\[27\],14.04
net1027,14.04
_3355_,14.02
memory\[9\]\[17\],14.02
_0705_,14.005
_2702_,14
_3239_,14
net287,14
net877,14
_0909_,13.985
data_out1[0],13.98
data_out2[7],13.98
_0723_,13.965
_1785_,13.965
_1293_,13.96
_1998_,13.96
_3212_,13.96
net888,13.94
_0928_,13.925
memory\[13\]\[2\],13.92
_0961_,13.885
_2818_,13.88
_3247_,13.88
net1163,13.88
_0378_,13.875
net172,13.84
_3419_,13.84
net1127,13.84
_0736_,13.825
_0625_,13.82
_1119_,13.815
memory\[31\]\[18\],13.8
_2407_,13.79
_0715_,13.785
_2517_,13.78
net649,13.76
_1524_,13.74
_1963_,13.74
net395,13.74
_0710_,13.725
_3424_,13.72
_1455_,13.715
net201,13.68
_1011_,13.68
_1638_,13.66
_2099_,13.66
_2637_,13.66
_2864_,13.66
net671,13.66
net1130,13.66
_0936_,13.645
net631,13.64
_0225_,13.635
_0448_,13.625
_0578_,13.625
net187,13.62
_1542_,13.62
_2997_,13.62
memory\[1\]\[13\],13.62
_1687_,13.605
_1015_,13.585
_1144_,13.585
_0179_,13.545
_0196_,13.545
_0510_,13.545
memory\[5\]\[18\],13.54
net235,13.54
net699,13.54
net1001,13.54
net1172,13.54
_0611_,13.515
_0924_,13.505
_1414_,13.5
memory\[27\]\[5\],13.5
net366,13.5
net524,13.5
net747,13.5
_0851_,13.465
_1090_,13.465
_1064_,13.46
net350,13.46
net1035,13.44
_0301_,13.405
net995,13.4
_1514_,13.38
net798,13.38
_0241_,13.345
_0332_,13.34
_1530_,13.34
net1049,13.34
_2957_,13.32
net1174,13.32
_3098_,13.3
net714,13.3
net842,13.3
_0369_,13.285
_0945_,13.285
_1823_,13.28
_0498_,13.265
_0518_,13.265
_0471_,13.225
_1004_,13.22
net529,13.22
net589,13.2
net1055,13.2
net171,13.16
_1475_,13.16
net355,13.16
net362,13.16
net785,13.16
net959,13.16
_1069_,13.155
_1773_,13.125
_2121_,13.12
_2815_,13.12
_2843_,13.12
memory\[16\]\[0\],13.12
net1094,13.12
_1781_,13.11
_3099_,13.1
_0439_,13.085
_1775_,13.08
_2245_,13.08
_2334_,13.08
_3296_,13.08
net808,13.08
net950,13.08
_0819_,13.065
_0811_,13.06
_2065_,13.06
_2828_,13.06
_2295_,13.04
net793,13.04
_3356_,13.02
_0743_,13.005
_0761_,13.005
_0831_,13.005
_1047_,13.005
_1493_,13
_2122_,13
_2320_,13
net374,13
net803,13
_0194_,12.985
_2277_,12.96
_2929_,12.96
_2153_,12.955
_1041_,12.945
_0269_,12.94
net266,12.94
_3322_,12.92
net816,12.92
_0423_,12.915
_0217_,12.905
_0182_,12.885
_0416_,12.885
_1099_,12.885
net370,12.88
net878,12.88
_1299_,12.84
_1386_,12.84
_2041_,12.84
_0553_,12.825
_1893_,12.82
_2159_,12.82
_2239_,12.82
_2294_,12.82
_0635_,12.805
_0697_,12.805
_3176_,12.8
_2954_,12.795
memory\[29\]\[23\],12.76
net436,12.76
net1118,12.76
_1036_,12.745
_3362_,12.74
_0240_,12.72
_2220_,12.72
net658,12.72
_2647_,12.7
memory\[29\]\[25\],12.68
net408,12.68
_0720_,12.665
_0760_,12.665
memory\[25\]\[29\],12.66
memory\[29\]\[18\],12.66
net694,12.66
net713,12.66
net914,12.66
net949,12.66
memory\[14\]\[25\],12.655
_2575_,12.64
_3334_,12.64
_1987_,12.62
_2796_,12.62
_3113_,12.62
memory\[20\]\[28\],12.62
net340,12.62
net641,12.62
net910,12.62
net964,12.62
net996,12.62
_0466_,12.58
_1725_,12.58
_3297_,12.58
_0157_,12.545
_0452_,12.545
_0467_,12.545
_0599_,12.545
_1109_,12.545
_2860_,12.54
_1550_,12.525
_1719_,12.5
net539,12.5
net961,12.5
net1063,12.5
_1204_,12.48
_0515_,12.475
_0900_,12.445
_1424_,12.42
_0175_,12.415
_0925_,12.4
_1322_,12.4
_1953_,12.39
net429,12.38
_0347_,12.365
_0636_,12.365
_1768_,12.36
_2602_,12.36
_0279_,12.355
memory\[26\]\[28\],12.355
_2703_,12.34
memory\[31\]\[21\],12.34
net424,12.34
net869,12.34
net1005,12.34
_0247_,12.325
_0835_,12.325
_1315_,12.32
_3084_,12.3
memory\[1\]\[9\],12.3
_2715_,12.28
_3245_,12.28
_3271_,12.28
memory\[12\]\[11\],12.28
net259,12.28
net530,12.28
net1019,12.28
_0221_,12.265
_2984_,12.24
_3100_,12.24
data_addr1[2],12.24
data_in[1],12.24
data_in[21],12.24
data_in[26],12.24
data_in[27],12.24
data_in[28],12.24
net736,12.24
_0604_,12.225
net532,12.2
net1047,12.2
_2923_,12.18
net651,12.18
net1012,12.18
_0505_,12.165
_0874_,12.165
_1100_,12.165
_1484_,12.16
_1491_,12.16
_1916_,12.16
_2198_,12.16
_2599_,12.16
_2711_,12.16
_3054_,12.16
_3218_,12.16
net361,12.16
net456,12.16
net493,12.16
net994,12.16
net1067,12.16
_3358_,12.14
_0772_,12.125
net315,12.12
net918,12.12
_1556_,12.115
_0454_,12.085
_2230_,12.08
net569,12.08
net942,12.08
_1051_,12.06
_1337_,12.045
_2591_,12.04
_2906_,12.04
net357,12.04
net521,12.04
net1007,12.04
_2793_,12.035
net489,12.02
memory\[6\]\[11\],12.01
_0262_,12.005
_0308_,11.985
_0522_,11.985
_0791_,11.985
_0796_,11.985
_0849_,11.985
_2141_,11.96
memory\[2\]\[19\],11.95
_2706_,11.94
data_out2[3],11.94
_2382_,11.93
net322,11.9
_0270_,11.885
_0324_,11.885
_0581_,11.885
_0354_,11.865
_0355_,11.865
_0700_,11.86
_1005_,11.845
_2830_,11.84
_0597_,11.825
_1778_,11.82
_2879_,11.82
net328,11.82
net526,11.82
net531,11.82
net603,11.82
net923,11.82
net1078,11.82
net1085,11.82
_0753_,11.805
_1131_,11.805
_2219_,11.78
_2236_,11.78
_3336_,11.78
data_in[10],11.78
net636,11.78
_0619_,11.775
_1249_,11.76
memory\[5\]\[13\],11.76
_1107_,11.755
_1048_,11.745
memory\[21\]\[15\],11.74
net759,11.74
net863,11.74
_0919_,11.735
_1635_,11.72
net566,11.72
_0832_,11.705
_1019_,11.705
_1191_,11.7
_2247_,11.7
_2821_,11.7
_2822_,11.7
_3206_,11.7
net455,11.7
net499,11.7
net615,11.7
net871,11.7
net978,11.7
net1057,11.7
_0398_,11.685
_0453_,11.685
_0482_,11.685
data_out2[12],11.68
data_out2[17],11.68
data_out2[22],11.68
data_out2[25],11.68
data_out2[6],11.68
net210,11.68
net960,11.68
net969,11.68
_0300_,11.665
_1059_,11.665
_0701_,11.625
net133,11.625
_2936_,11.62
_0431_,11.585
_1702_,11.58
net543,11.58
_0821_,11.56
net880,11.56
data_in[8],11.55
net426,11.54
_0650_,11.525
_0948_,11.525
_0588_,11.52
net906,11.52
_2282_,11.5
_3170_,11.5
_0567_,11.485
data_addr2[1],11.48
_1990_,11.46
net806,11.46
_0442_,11.455
_0361_,11.445
_0043_,11.425
_2057_,11.42
_2403_,11.42
_3048_,11.42
_1262_,11.4
net545,11.38
_1549_,11.36
net720,11.36
_0153_,11.345
_0770_,11.335
_0290_,11.325
_2639_,11.32
memory\[17\]\[2\],11.32
net593,11.32
net673,11.32
net912,11.32
_0193_,11.305
_0594_,11.305
memory\[24\]\[13\],11.3
_0188_,11.285
_0364_,11.285
_0609_,11.285
_1054_,11.285
_2696_,11.28
net574,11.28
net963,11.28
net1037,11.28
_0627_,11.275
data_out1[17],11.26
data_out1[21],11.26
data_out2[2],11.26
_2203_,11.24
net926,11.24
net1059,11.24
_0320_,11.225
_1066_,11.205
_1444_,11.2
_2115_,11.2
_2580_,11.2
_2792_,11.2
net1092,11.2
_1057_,11.185
_0729_,11.165
_1495_,11.16
_0682_,11.145
data_in[18],11.14
data_in[6],11.14
net250,11.14
net512,11.14
_3312_,11.12
net1082,11.12
data_addr[0],11.11
net690,11.1
memory\[29\]\[3\],11.08
_0037_,11.065
_0285_,11.065
_0421_,11.065
_0888_,11.065
_0172_,11.06
_0329_,11.06
net1006,11.06
_0444_,11.045
_1505_,11.04
memory\[5\]\[20\],11.04
net1150,11.04
_0151_,11.025
_1500_,11.02
_1084_,10.995
_0746_,10.985
_1273_,10.98
_1757_,10.98
_2205_,10.98
_2826_,10.98
net1143,10.98
_1969_,10.97
_0158_,10.965
_0861_,10.965
memory\[4\]\[11\],10.96
_0313_,10.945
_0388_,10.945
_0547_,10.945
_0826_,10.945
_0873_,10.945
_1124_,10.945
_1759_,10.92
_1997_,10.92
_3318_,10.92
net229,10.92
net509,10.92
net162,10.9
_1344_,10.9
_2535_,10.9
_2725_,10.9
_3045_,10.9
net578,10.9
net581,10.9
net751,10.9
net908,10.9
_0941_,10.885
_0231_,10.875
_2052_,10.86
net316,10.86
net390,10.86
net633,10.86
net737,10.86
net922,10.86
_0166_,10.825
_1209_,10.82
_1541_,10.82
_2808_,10.82
net594,10.82
net976,10.82
_0408_,10.8
_1895_,10.8
_3107_,10.8
net1003,10.8
_0406_,10.785
net927,10.785
_1175_,10.78
_2553_,10.78
_3002_,10.78
_3305_,10.78
net252,10.78
net459,10.78
net481,10.78
_0219_,10.765
data_out1[27],10.76
data_out2[4],10.76
_3445_,10.74
net306,10.74
net421,10.74
net853,10.74
net854,10.74
net1089,10.74
_2059_,10.72
_0325_,10.705
_0872_,10.705
_0255_,10.7
net710,10.7
_0576_,10.695
_0296_,10.68
_1009_,10.68
data_in[29],10.67
_2091_,10.66
_2819_,10.66
_3287_,10.66
net450,10.66
